"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESA","01 Jul 2021","1","0.14"
"MRP","PRIRESA","01 Jul 2021","2","0.12"
"MRP","PRIRESA","01 Jul 2021","3","0.12"
"MRP","PRIRESA","01 Jul 2021","4","0.14"
"MRP","PRIRESA","01 Jul 2021","5","0.06"
"MRP","PRIRESA","01 Jul 2021","6","0.06"
"MRP","PRIRESA","01 Jul 2021","7","0.06"
"MRP","PRIRESA","01 Jul 2021","8","0.06"
"MRP","PRIRESA","01 Jul 2021","9","0.06"
"MRP","PRIRESA","01 Jul 2021","10","0.06"
"MRP","PRIRESA","01 Jul 2021","11","0.06"
