"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESE","01 Feb 2021","41","0.33"
"MRP","PRIRESE","01 Feb 2021","42","0.30"
"MRP","PRIRESE","01 Feb 2021","43","0.22"
"MRP","PRIRESE","01 Feb 2021","44","0.22"
"MRP","PRIRESE","01 Feb 2021","45","0.24"
"MRP","PRIRESE","01 Feb 2021","46","0.32"
"MRP","PRIRESE","01 Feb 2021","47","0.39"
"MRP","PRIRESE","01 Feb 2021","48","0.47"
"MRP","CONRESA","01 Feb 2021","1","2.85"
"MRP","CONRESA","01 Feb 2021","2","2.00"
"MRP","CONRESA","01 Feb 2021","3","9.29"
"MRP","CONRESA","01 Feb 2021","4","9.75"
"MRP","CONRESA","01 Feb 2021","5","11.40"
"MRP","CONRESA","01 Feb 2021","6","9.29"
"MRP","CONRESA","01 Feb 2021","7","6.69"
"MRP","CONRESA","01 Feb 2021","8","6.60"
"MRP","CONRESA","01 Feb 2021","9","6.61"
"MRP","CONRESA","01 Feb 2021","10","8.00"
"MRP","CONRESA","01 Feb 2021","11","11.40"
"MRP","CONRESA","01 Feb 2021","12","9.29"
"MRP","CONRESA","01 Feb 2021","13","8.00"
"MRP","CONRESA","01 Feb 2021","14","13.95"
"MRP","CONRESA","01 Feb 2021","15","9.29"
"MRP","CONRESA","01 Feb 2021","16","13.33"
"MRP","CONRESA","01 Feb 2021","17","19.79"
"MRP","CONRESA","01 Feb 2021","18","24.00"
"MRP","CONRESA","01 Feb 2021","19","25.00"
"MRP","CONRESA","01 Feb 2021","20","19.88"
"MRP","CONRESA","01 Feb 2021","21","23.08"
"MRP","CONRESA","01 Feb 2021","22","22.84"
"MRP","CONRESA","01 Feb 2021","23","22.05"
"MRP","CONRESA","01 Feb 2021","24","13.33"
"MRP","CONRESA","01 Feb 2021","25","12.12"
"MRP","CONRESA","01 Feb 2021","26","12.12"
"MRP","CONRESA","01 Feb 2021","27","19.88"
"MRP","CONRESA","01 Feb 2021","28","22.09"
"MRP","CONRESA","01 Feb 2021","29","22.15"
"MRP","CONRESA","01 Feb 2021","30","20.10"
"MRP","CONRESA","01 Feb 2021","31","19.94"
"MRP","CONRESA","01 Feb 2021","32","24.00"
"MRP","CONRESA","01 Feb 2021","33","25.00"
"MRP","CONRESA","01 Feb 2021","34","23.50"
"MRP","CONRESA","01 Feb 2021","35","19.88"
"MRP","CONRESA","01 Feb 2021","36","13.81"
"MRP","CONRESA","01 Feb 2021","37","13.85"
"MRP","CONRESA","01 Feb 2021","38","17.31"
"MRP","CONRESA","01 Feb 2021","39","33.61"
"MRP","CONRESA","01 Feb 2021","40","19.88"
"MRP","CONRESA","01 Feb 2021","41","17.88"
"MRP","CONRESA","01 Feb 2021","42","13.33"
"MRP","CONRESA","01 Feb 2021","43","9.65"
"MRP","CONRESA","01 Feb 2021","44","6.40"
"MRP","CONRESA","01 Feb 2021","45","3.80"
"MRP","CONRESA","01 Feb 2021","46","1.33"
"MRP","CONRESA","01 Feb 2021","47","1.20"
"MRP","CONRESA","01 Feb 2021","48","5.57"
"MRP","CONRESB","01 Feb 2021","1","2.42"
"MRP","CONRESB","01 Feb 2021","2","1.70"
"MRP","CONRESB","01 Feb 2021","3","7.90"
"MRP","CONRESB","01 Feb 2021","4","8.29"
"MRP","CONRESB","01 Feb 2021","5","9.69"
"MRP","CONRESB","01 Feb 2021","6","7.90"
"MRP","CONRESB","01 Feb 2021","7","5.69"
"MRP","CONRESB","01 Feb 2021","8","5.61"
"MRP","CONRESB","01 Feb 2021","9","5.62"
"MRP","CONRESB","01 Feb 2021","10","6.80"
"MRP","CONRESB","01 Feb 2021","11","9.69"
"MRP","CONRESB","01 Feb 2021","12","7.90"
"MRP","CONRESB","01 Feb 2021","13","6.80"
"MRP","CONRESB","01 Feb 2021","14","11.86"
"MRP","CONRESB","01 Feb 2021","15","7.90"
"MRP","CONRESB","01 Feb 2021","16","11.33"
"MRP","CONRESB","01 Feb 2021","17","16.82"
"MRP","CONRESB","01 Feb 2021","18","20.40"
"MRP","CONRESB","01 Feb 2021","19","21.25"
"MRP","CONRESB","01 Feb 2021","20","16.90"
"MRP","CONRESB","01 Feb 2021","21","19.62"
"MRP","CONRESB","01 Feb 2021","22","19.42"
"MRP","CONRESB","01 Feb 2021","23","18.75"
"MRP","CONRESB","01 Feb 2021","24","11.33"
"MRP","CONRESB","01 Feb 2021","25","10.30"
"MRP","CONRESB","01 Feb 2021","26","10.30"
"MRP","CONRESB","01 Feb 2021","27","16.90"
"MRP","CONRESB","01 Feb 2021","28","18.78"
"MRP","CONRESB","01 Feb 2021","29","18.82"
"MRP","CONRESB","01 Feb 2021","30","17.08"
"MRP","CONRESB","01 Feb 2021","31","16.95"
"MRP","CONRESB","01 Feb 2021","32","20.40"
"MRP","CONRESB","01 Feb 2021","33","21.25"
"MRP","CONRESB","01 Feb 2021","34","19.97"
"MRP","CONRESB","01 Feb 2021","35","16.90"
"MRP","CONRESB","01 Feb 2021","36","11.74"
"MRP","CONRESB","01 Feb 2021","37","11.77"
"MRP","CONRESB","01 Feb 2021","38","14.71"
"MRP","CONRESB","01 Feb 2021","39","28.57"
"MRP","CONRESB","01 Feb 2021","40","16.90"
"MRP","CONRESB","01 Feb 2021","41","15.20"
"MRP","CONRESB","01 Feb 2021","42","11.33"
"MRP","CONRESB","01 Feb 2021","43","8.20"
"MRP","CONRESB","01 Feb 2021","44","5.44"
"MRP","CONRESB","01 Feb 2021","45","3.23"
"MRP","CONRESB","01 Feb 2021","46","1.13"
"MRP","CONRESB","01 Feb 2021","47","1.02"
"MRP","CONRESB","01 Feb 2021","48","4.73"
"MRP","CONRESC","01 Feb 2021","1","2.14"
"MRP","CONRESC","01 Feb 2021","2","1.50"
"MRP","CONRESC","01 Feb 2021","3","6.97"
"MRP","CONRESC","01 Feb 2021","4","7.31"
"MRP","CONRESC","01 Feb 2021","5","8.55"
"MRP","CONRESC","01 Feb 2021","6","6.97"
"MRP","CONRESC","01 Feb 2021","7","5.02"
"MRP","CONRESC","01 Feb 2021","8","4.95"
"MRP","CONRESC","01 Feb 2021","9","4.96"
"MRP","CONRESC","01 Feb 2021","10","6.00"
"MRP","CONRESC","01 Feb 2021","11","8.55"
"MRP","CONRESC","01 Feb 2021","12","6.97"
"MRP","CONRESC","01 Feb 2021","13","6.00"
"MRP","CONRESC","01 Feb 2021","14","10.46"
"MRP","CONRESC","01 Feb 2021","15","6.97"
"MRP","CONRESC","01 Feb 2021","16","10.00"
"MRP","CONRESC","01 Feb 2021","17","14.84"
"MRP","CONRESC","01 Feb 2021","18","18.00"
"MRP","CONRESC","01 Feb 2021","19","18.75"
"MRP","CONRESC","01 Feb 2021","20","14.91"
"MRP","CONRESC","01 Feb 2021","21","17.31"
"MRP","CONRESC","01 Feb 2021","22","17.13"
"MRP","CONRESC","01 Feb 2021","23","16.54"
"MRP","CONRESC","01 Feb 2021","24","10.00"
"MRP","CONRESC","01 Feb 2021","25","9.09"
"MRP","CONRESC","01 Feb 2021","26","9.09"
"MRP","CONRESC","01 Feb 2021","27","14.91"
"MRP","CONRESC","01 Feb 2021","28","16.57"
"MRP","CONRESC","01 Feb 2021","29","16.61"
"MRP","CONRESC","01 Feb 2021","30","15.07"
"MRP","CONRESC","01 Feb 2021","31","14.95"
"MRP","CONRESC","01 Feb 2021","32","18.00"
"MRP","CONRESC","01 Feb 2021","33","18.75"
"MRP","CONRESC","01 Feb 2021","34","17.62"
"MRP","CONRESC","01 Feb 2021","35","14.91"
"MRP","CONRESC","01 Feb 2021","36","10.36"
"MRP","CONRESC","01 Feb 2021","37","10.38"
"MRP","CONRESC","01 Feb 2021","38","12.98"
"MRP","CONRESC","01 Feb 2021","39","25.21"
"MRP","CONRESC","01 Feb 2021","40","14.91"
"MRP","CONRESC","01 Feb 2021","41","13.41"
"MRP","CONRESC","01 Feb 2021","42","10.00"
"MRP","CONRESC","01 Feb 2021","43","7.24"
"MRP","CONRESC","01 Feb 2021","44","4.80"
"MRP","CONRESC","01 Feb 2021","45","2.85"
"MRP","CONRESC","01 Feb 2021","46","1.00"
"MRP","CONRESC","01 Feb 2021","47","0.90"
"MRP","CONRESC","01 Feb 2021","48","4.18"
"MRP","CONRESD","01 Feb 2021","1","1.71"
"MRP","CONRESD","01 Feb 2021","2","1.20"
"MRP","CONRESD","01 Feb 2021","3","5.57"
"MRP","CONRESD","01 Feb 2021","4","5.85"
"MRP","CONRESD","01 Feb 2021","5","6.84"
"MRP","CONRESD","01 Feb 2021","6","5.57"
"MRP","CONRESD","01 Feb 2021","7","4.01"
"MRP","CONRESD","01 Feb 2021","8","3.96"
"MRP","CONRESD","01 Feb 2021","9","3.97"
"MRP","CONRESD","01 Feb 2021","10","4.80"
